,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
196365,230-2018-2019-04-0138,Temiskaming Shores & Area Chamber of Commerce,New Liskeard,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511975,31500,2/1/19,6/30/19,"To hire a Communication and Digital Strategy Intern to create a new website, implement the Microsoft 365 software and Social Media Strategy.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2019/20 to 2020/21; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196370,230-2018-2019-04-0143,Z'gamok Enterprises Inc.,Massey,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511855,449702,3/18/19,7/31/19,"Establishment of Ore Haul business to serve Impact Benefit Agreement with Vale's Totten Mine, including on-reserve garage and vehicles, with the goal of creating wealth and jobs for community members.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196368,230-2018-2019-04-0141,Northwestern Ontario Innovation Centre,Thunder Bay,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,809376,328800,1/1/17,4/30/19,"Provide support of up to $5,000 to SMEs, helping new businesses gain market entry and existing businesses to adopt new marketing strategies.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2015/16 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196369,230-2018-2019-04-0142,Nishnawbe Aski Development Fund,Fort William First Nation,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,810643,4910020,9/1/18,8/31/23,Project to focus on three priority areas: Comprehensive Community Planning; Community Economic Development & Business Development Support; and Youth Entrepreneurial Development.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196360,230-2018-2019-04-0132,Corporation of the Township of Black River-Matheson,Matheson,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511892,63000,4/1/19,7/31/21,To hire a 2 year Economic Development Intern to assist with the Implementation of the Economic Development plan and the implementation of the Strategic Plan and main-street revitalization projects.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2021/22; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196335,230-2018-2019-04-0112,Centre For Social Justice and Good Works,Sault Ste. Marie,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511650,589500,1/1/19,12/31/23,"Establish and Implement an entrepreneurship training program for youth, women, new immigrants, indigenous and those facing poverty in Sault Ste. Marie leading to business creation and employment.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2023/24; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196334,230-2018-2019-04-0111,Sault Ste. Marie Economic Development Corporation (SSMEDC),Sault Ste. Marie,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511643,150000,12/15/18,3/31/20,"To enhance and upgrade the technology on the Agawa Canyon Tour Train by adding High Definition monitors, external cameras and on-board Wi-Fi to meet the needs of its growing international market.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196333,230-2018-2019-04-0136,Sault Ste. Marie Innovation Centre (SSMIC),Sault Ste. Marie,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511964,38000,12/31/18,9/30/19,To develop a Business Model of its Community Geomatics Platform.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196367,230-2018-2019-04-0140,(Sand Point First Nation) Bingwi Neyaashi Anishinaabek,Thunder Bay,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,807260,58808,12/15/16,4/30/19,Class 20 and Class 10 Engineering Opinion for a Wood Pellet Production Facility,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2014/15 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196359,230-2018-2019-04-0131,Ontario Women's Hockey Association,Mississauga,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511883,25000,3/25/19,5/31/19,Supporting marketing costs for a national sporting event that will draw tourism spending to the region.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196350,230-2018-2019-04-0124,Le Théâtre du Nouvel-Ontario,Sudbury,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511801,31500,4/1/19,7/3/20,"Stagiaire va appuyer la direction technique pendant les spectacles professionnelles et communautaire, l'entretient technique et les productions de saison 2019-2020, etc.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2020/21; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196339,230-2018-2019-04-0116,Skritswap Inc.,Waterloo,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511709,800000,1/1/19,7/1/20,"Research and development for a new plain language dataset and software platform to convert corporate information (e.g. legal, medical, business) to lower literacy levels for clearer understanding.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2020/21; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196345,230-2018-2019-04-0120,Lakes of Muskoka Cottage Brewery Inc.,Gravenhust,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511726,1999800,1/1/18,6/30/19,"Requesting assistance for business expansion and innovative brewing capacity to meet increased customer demand, improve efficiency and grow sales at their operation in Bracebridge.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196344,230-2018-2019-04-0137,Webequie First Nation,Webequie,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511966,546000,1/1/19,12/31/19,Construct a Community Readiness and Wellness Centre.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196343,230-2018-2019-04-0119,Ojibway Nation Of Saugeen,Savant Lake,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511724,1000000,9/4/17,12/31/19,"Plans to develop a central multiplex which will be used for community cultural and training space, as well as essential services and economic development support.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2016/17 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196342,230-2018-2019-04-0118,Wahkohtowin Development GP Inc,Chapleau,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511719,270000,12/31/18,2/28/22,Economic Development Officer for a 3 year period to implement strategic plan priorities on behalf of 3 Indigenous Groups in the Superior East region.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2021/22; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196347,230-2018-2019-04-0121,Laurentian University of Sudbury,Sudbury,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511730,150000,11/1/18,9/30/19,Equipment for the Discovery Lab including makerspaces equipment and digital media lab which will be used as an innovation hub by student entrepreneurs.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196341,230-2018-2019-04-0139,NECO Community Futures Development Corporation,North Bay,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,512320,700000,3/31/19,4/30/19,"Capitalization of its CFDC investment fund to provide access to capital to small and medium-sized businesses in the form of loans, loan guarantees or equity financing.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196358,230-2018-2019-04-0130,Materials Joining Innovation Centre,Kirkland Lake,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511852,31500,11/1/18,2/28/20,To hire an Architectural Drafting Intern to would assist in improving the electronic tools of the organization while providing support to the various projects.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196348,230-2018-2019-04-0122,Corporation of the Town of Kirkland Lake,Kirkland Lake,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511735,1052781,1/1/19,6/30/20,"Municipal Infrastructure Expansion Project. The Upgrade and extension of municipal services (water, sewer and storm infrastructure) to allow for the expansion of Kirkland Lake Gold's Macassa Mine.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2020/21; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196352,230-2018-2019-04-0125,Corporation of the Township of Black River-Matheson,Matheson,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511802,439058,12/1/18,12/31/19,"The Town would undertake waterfront development activities, including the creation of a multi-use special event building, dock upgrades and signage.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196340,230-2018-2019-04-0117,Pic Mobert First Nation,Pic Mobert,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511718,90000,12/31/18,6/30/20,Engineering and planning to support commercial and industrial development Project.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2020/21; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196353,230-2018-2019-04-0126,The Corporation of the Town of Cochrane,Cochrane,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511804,70000,5/1/19,5/31/20,Feasibility to assess opportunities to create a research and teaching facility at the Polar Bear Habitat.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2020/21; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196354,230-2018-2019-04-0127,The Corporation of the Township of Seguin,Seguin,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511808,495000,2/25/19,12/31/19,Infrastructure enhancements for new businesses to locate at Parry Sound Area Municipal Airport.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196355,230-2018-2019-04-0128,Art Gallery of Sudbury / Galerie d'art de Sudbury,Sudbury,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511814,31500,2/4/19,5/1/20,"Assistant Preparator & Facility Operations Support in circulating exhibitions to new locations, produce a plan going forward for exhibition readiness and build new exhibition production partnerships.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2020/21; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196357,230-2018-2019-04-0129,PARO Centre for Women's Enterprise,Thunder Bay,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511815,3024486,3/1/19,2/28/22,"To support women entrepreneurs in growth-oriented businesses to advance their productivity, competitiveness, and business management capacity.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2021/22; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196349,230-2018-2019-04-0123,Corporation of the Township of Georgian Bay,Port Severn,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511749,31500,10/1/18,2/28/20,Youth intern to implement strategic planning results and promote business opportunities.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2018/19 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196332,230-2018-2019-04-0110,Sault College of Applied Arts and Technology,Sault Ste. Marie,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511633,780000,12/31/18,6/30/20,Purchase aviation simulators and associated equipment to expand the Colleges aviation program and meet industry standards.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2020/21; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196329,230-2018-2019-04-0107,North Bay & District Multicultural Centre,North Bay,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511560,46868,2/28/18,2/28/20,Hire a youth intern to support the Local Immigration Partnership Coordinator with a focus on attraction and retention strategies for unemployed/underemployed newcomers.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196330,230-2018-2019-04-0108,Corporation of the City of Kenora,Kenora,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511595,33333,5/1/18,4/30/19,Harbourfront business development plan - hire a consultant to undertake a community planning process.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196320,230-2018-2019-04-0115,City of Greater Sudbury,Sudbury,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511692,507078,3/1/19,11/30/19,Upgrade the water supply line to the lot line of an industrial park.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196325,230-2018-2019-04-0103,Township of Hornepayne,Hornepayne,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511491,300000,7/1/19,10/31/22,"Hire an Economic Development officer to implement priorities in the community's recently completed strategic plan, such as leveraging business opportunities with the local mill.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2022/23; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196331,230-2018-2019-04-0109,Ochiichagwe'Babigo'Ining Ojibway Nation,Dalles,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511596,1000000,2/1/18,12/31/19,Construct addition to an existing facility for the Community Development Centre of Excellence.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196327,230-2018-2019-04-0105,The Corporation of the Municipality of Sioux Lookout,Sioux Lookout,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511545,286833,5/1/18,12/31/18,Improvements to and expansion of the commercial/retail area at the Sioux Lookout airport.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2018/19; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196326,230-2018-2019-04-0104,Northern Centre for Advanced Technology Inc.,Sudbury,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511534,31500,4/23/18,7/26/19,"The Intern will help with the Innovation Mill by developing a resource guide for the Mill?s clients and volunteer mentors, and assist in the creation of a new program stream for youth entrepreneurs.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2019/20; Agreement cancelled; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196328,230-2018-2019-04-0106,The Corporation of the Municipality of Sioux Lookout,Sioux Lookout,Northern Ontario Development Program (NODP),"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511547,67500,7/16/18,12/31/19,Development of a sports tourism strategy (sporting events and coordination for 31 Far North communities).,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,"Multi-Year Grant or Contribution, 2017/18 to 2019/20; ","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196466,230-2019-2020-06-0037,Temagami First Nation,Bear Island,Northern Ontario Development Program - 2011,"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511912,63000,4/1/19,2/3/21,To hire a Community Capacity Intern for two years to undertake a variety of economic development and human resources activities.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,2018/19 to 2020/21,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196467,230-2019-2020-06-0038,Corporation of the Town of Fort Frances,Fort Frances,Northern Ontario Development Program - 2011,"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511932,60000,3/1/19,12/31/19,Feasibility study to examine the highest and best economic uses in re-developing the former paper mill site located in the center of town and wood yard property located on the city's waterfront.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,2018/19 to 2019/20,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196468,230-2019-2020-06-0043,Muskoka Chautauqua,Port Carling,Northern Ontario Development Program - 2011,"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511979,31500,5/1/19,7/31/20,To hire a youth intern and provide support costs to revitalize the historic village of Windemere as an international cultural hub of Muskoka Canada.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,2018/19 to 2020/21,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196104,230-2018-2019-02-0044,Community YWCA of Muskoka,Bracebridge,Northern Ontario Development Program - 2011,,,511697,31500,8/7/18,11/15/19,Youth Intern: Communications and Social Enterprise Research Intern will share the story of YWCA through media engagement and implementing a robust digital marketing content.,,"· Multi-Year Grant or Contribution, 2017/18 to 2019/20","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196471,230-2019-2020-06-0041,Rainy River First Nations,Emo,Northern Ontario Development Program - 2011,"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511965,45900,3/1/19,10/31/19,Feasibility study to examine land use options at highway junction.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,2018/19 to 2019/20,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196103,230-2018-2019-02-0043,Muskoka Lakes Chamber of Commerce,Bala,Northern Ontario Development Program - 2011,,,511696,37250,7/6/18,11/1/19,Youth Intern to help with event management and marketing.,,"· Multi-Year Grant or Contribution, 2017/18 to 2019/20","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196102,230-2018-2019-02-0042,462673 Ontario Inc.,Earlton,Northern Ontario Development Program - 2011,,,511691,190000,7/31/18,3/15/19,"Write a design proposition including a feasibility study on the installation of an energy recovery factory for the urban waste in Cairo, Egypt.",,"Multi-Year Grant or Contribution, 2017/18 to 2018/19 CONDITIONALLY REPAYABLE CONTRIBUTION","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196605,230-2019-2020-09-0109,Indigenous Tourism Association of Canada (ITAC),Vancouver,Northern Ontario Development Program - 2011,National tourism,,512454,250082,9/2/19,3/31/21,Market preparedness and brand development for Destination Indigenous.,,2019/20 to 2020/21,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196101,230-2018-2019-02-0041,The Corporation of the Municipality of West Nipissing,Sturgeon Falls,Northern Ontario Development Program - 2011,,,511690,63000,7/25/18,7/31/20,"Marketing and Communications youth intern to assist in the promotion and advertising of the 2019 International Plowing Match and Rural Expo (IPM) in Verner, Ontario.",,"· Multi-Year Grant or Contribution, 2017/18 to 2020/21","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196105,230-2018-2019-02-0045,8491844 Canada Corp,North Bay,Northern Ontario Development Program - 2011,,,511701,750000,7/1/18,9/28/20,To build Clean Tech Modular Drilling System Demonstration Units.,,"· Multi-Year Grant or Contribution, 2017/18 to 2020/21 REPAYABLE CONTRIBUTION","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196435,230-2019-2020-06-0009,Corporation of the City of Kenora,Kenora,Northern Ontario Development Program - 2011,"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,511689,30713,1/1/19,5/31/20,"To hire a Youth Intern for a Digital Program Administrator responsible for administrating, coordinating and executing the expansion of the current Digital Creator.",Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,2017/18 to 2020/21,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196488,230-2019-2020-06-0055,The Thunder Bay Kings Hockey Club,Thunder Bay,Northern Ontario Development Program - 2011,"To encourage economic growth, diversification, job creation, and self-reliant communities in Northern Ontario.",,512325,25000,4/1/19,4/30/19,Support marketing costs to host a national midget hockey championship.,Northern Ontario communities and businesses have financial resources to respond to economic development opportunities; develop the capacity to respond to economic development challenges and opportunities; and implement economic development activities. ,,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196602,230-2019-2020-09-0092,City of Greater Sudbury Community Development Corporation,Sudbury,Northern Ontario Development Program - 2011,Planning and Decision Making,,512400,750000,8/31/19,8/31/20,Relocation and redevelopment of downtown CP rail lands.,,2018/19 to 2020/21,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196099,230-2018-2019-02-0038,Corporation of the Township of Chapleau,Chapleau,Northern Ontario Development Program - 2011,,,511676,120000,9/1/18,12/31/19,"Contract professional services to complete engineering, design and cost estimates to support capital upgrades to the Township's Downtown Core.",,"· Multi-Year Grant or Contribution, 2017/18 to 2019/20","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
196600,230-2019-2020-09-0090,1498371 Ontario Limited,Sudbury,Northern Ontario Development Program - 2011,BGC-Youth Internship (SME),,512389,24000,9/27/19,11/2/20,Barterpay would like to expand an office to North Bay with the support of a Youth Intern.,,2019/20 to 2020/21,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
