,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
259,GC-2017-Q4-00103,Dalmeny Holsteins,"Osgoode, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New Tie Stall Automated Milking System - ROBOLEO,"DFIP-ON-1740	DFIP-ON-1740",202193,3/26/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
260,GC-2017-Q4-00155,Ferme Dairy Beauce inc.,"Sainte-Marie, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Projected innovation,"DFIP-QC-1594	DFIP-QC-1594",31088.03,1/11/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
261,GC-2017-Q4-00386,Torrie Farms Inc,"Chatsworth, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Milking Robot,"DFIP-ON-1057	DFIP-ON-1057",175742,1/22/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
249,GC-2017-Q3-00099,Ferme Chanberge S.E.N.C,"Sainte-Barbe, Quebec|Sainte-Barbe, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Améliorations ferme laitière 2017,DFIP-QC-1675,60000,12/14/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
179,GC-2017-Q3-00034,Perryhill Farm Inc.,"Perry Settlement, New Brunswick|Perry Settlement, Nouveau-Brunswick",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Feeding system,DFIP-NB-2318,48305.36,12/12/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
178,GC-2017-Q3-00033,Ms. Dawn Streutker,"Embro, 
Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Cow Comfort, Manure & Milking Management",DFIP-ON-2122,38734.4,12/5/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
177,GC-2017-Q3-00032,Ferme Santerre & Fils S.E.N.C.,"Squetec, 
Quebec|Squetec, 
Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Projet amélioration aliment,DFIP-QC-1960,55645,12/14/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
421,GC-2017-Q4-00235,Ferme Paquet et Frères (Amqui) inc.,"Amqui, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Investing in Energy Efficiency, in Animal Welfare and for the Future of Dairy Production","DFIP-QC-0239	DFIP-QC-0239",40697.17,3/28/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
422,GC-2017-Q4-00236,Ferme Paquetiere inc.,"Amqui, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Investment for Dry Cow Comfort, Water Quality, Ventilation Upgrade, Feed and Bedding Handling, Milking System Upgrade","DFIP-QC-0087	DFIP-QC-0087",49185.28,1/4/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
423,GC-2017-Q4-00237,Ferme Paulémie inc.,"Saint-Thuribe, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Purchase of Various Pieces of Equipment for Dairy Production,"DFIP-QC-0599	DFIP-QC-0599",48800.83,1/25/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
424,GC-2017-Q4-00238,Ferme Perreault inc.,"Saint-Bernard-de-Michaudville, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Purchase of Several Pieces of Equipment for a New Barn,"DFIP-QC-0936	DFIP-QC-0936",60000,2/11/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
425,GC-2017-Q4-00239,Ferme Perrochon et fils Inc.,"Farnham, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Barn Optimization 2018,"DFIP-QC-3510	DFIP-QC-3510",39519.08,2/14/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
426,GC-2017-Q4-00240,Ferme Pierre et Diane Choquette S.E.N.C.,"Roxton Falls, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Automated Total Mixed Ration System,"DFIP-QC-0429	DFIP-QC-0429",41596.89,2/26/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
427,GC-2017-Q4-00241,Ferme Prépierre Ltée.,"Témiscouata-sur-le-Lac, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Addition of 3rd Robotic Milker,"DFIP-QC-1153	DFIP-QC-1153",116726.5,3/20/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
429,GC-2017-Q4-00242,Ferme Pricalait S.E.N.C.,"Saint-Épiphane, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Pricalait Comfort,"DFIP-QC-0028	DFIP-QC-0028",58923.3,1/28/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
430,GC-2017-Q4-00243,Ferme Provetaz inc.,"Compton, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Productivity Through Comfort and Cleanliness,"DFIP-QC-0026	DFIP-QC-0026",60000,3/14/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
431,GC-2017-Q4-00244,Ferme Ricet inc.,"Saint-André, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotization of Milking,"DFIP-QC-2924	DFIP-QC-2924",226891.38,2/7/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
432,GC-2017-Q4-00272,Gery Meinen,"Red Deer County, Alberta",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Mattress and Stalls,"DFIP-AB-2291	DFIP-AB-2291",36145.99,1/15/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
433,GC-2017-Q4-00245,Ferme Ricky inc.,"St-Albert, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Rovibec Feeding System Automation,"DFIP-ON-1591	DFIP-ON-1591",60000,3/13/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
434,GC-2017-Q4-00246,Ferme Rioukioux inc.,"St-Simon, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Improvement of Cow Comfort, Cow Feeding and Replacement","DFIP-QC-2667	DFIP-QC-2667",35457.92,2/12/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
435,GC-2017-Q4-00247,Ferme Rivadale Limitée,"Earlton, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Essential Cow Comfort/Le confort des vaches est essentiel,"DFIP-ON-1634	DFIP-ON-1634",39619.73,2/28/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
436,GC-2017-Q4-00248,Ferme Ro-Ger Fortin et fils,"Saint-Henri-de-Taillon, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Reorganization of Facilities for Replacement and Dry Cows,"DFIP-QC-2312	DFIP-QC-2312",60000,2/27/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
437,GC-2017-Q4-00249,Ferme Rotaly enr.,"Sainte-Hélène-de-Kamouraska, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Modernization and Upgrade of the Milking System and Automated Concentrate Feeder and Improvement of Comfort with Mats,"DFIP-QC-1457	DFIP-QC-1457",42504.88,1/11/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
438,GC-2017-Q4-00250,Ferme Selexie enr.,"Ham-Nord, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improvement of Animal Comfort,"DFIP-QC-1962	DFIP-QC-1962",58026.54,1/16/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
439,GC-2017-Q4-00251,Ferme St-Clément enr.,"Beauharnois, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Vertical TMR System,"DFIP-QC-1403	DFIP-QC-1403",53641.15,3/1/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
440,GC-2017-Q4-00252,Ferme Sylvestivale inc.,"Saint-Sylvestre, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Feeding Automation,"DFIP-QC-2270	DFIP-QC-2270",78600,2/4/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
441,GC-2017-Q4-00253,Ferme Tribel inc.,"Saint-Narcisse-de-Rimouski, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Barn Configuration for Dairy and Dry Cows,"DFIP-QC-1229	DFIP-QC-1229",55871.75,1/9/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
442,GC-2017-Q4-00254,Ferme Turcotte et Fils S.E.N.C.,"St-Bruno, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improvement 2017,"DFIP-QC-2675	DFIP-QC-2675",26326.42,2/15/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
443,GC-2017-Q4-00269,Gagnonval inc.,"Ste-Hénédine, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,RTM Gagnonval inc. 2017,"DFIP-QC-0775	DFIP-QC-0775",40210,3/14/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
444,GC-2017-Q4-00263,Ferme Yvon Monique et Stéphane Fortin enr.,"Hébertville, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Farm Upgrades,"DFIP-QC-1971	DFIP-QC-1971",60000,1/12/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
445,GC-2017-Q4-00255,Ferme Val Moreau inc.,"Saint-Joseph de Kamouraska, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Project to Improve the Comfort and Health of Our Dairy Cows,"DFIP-QC-0372	DFIP-QC-0372",33055.13,1/30/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
446,GC-2017-Q4-00256,Ferme Vaudreuil S.E.N.C.,"Lotbinière, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improvement of Animal Comfort,"DFIP-QC-0758	DFIP-QC-0758",60000,3/6/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
420,GC-2017-Q4-00234,Ferme P-A inc.,"Alfred, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Set of Equipment for Improving Productivity,"DFIP-ON-0350	DFIP-ON-0350",45428.78,1/25/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
419,GC-2017-Q4-00233,Ferme P.et M. Daignault SENC,"St -Mathias-sur-Richelieu, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,GEA Monobox Robotic Barn,"DFIP-QC-0893	DFIP-QC-0893",250000,1/25/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
417,GC-2017-Q4-00231,Ferme Ombre du Clocher inc.,"Ste-Cécile de Lévrard, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Minor Project 2,"DFIP-QC-1944	DFIP-QC-1944",60000,1/15/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
416,GC-2017-Q4-00230,Ferme O.D.S. inc.,"Tingwick, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Overall Improvement,"DFIP-QC-1730	DFIP-QC-1730",41284,1/26/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
145,GC-2017-Q4-00085,Braithland Farms Inc.,"Appin, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Braithland Farms Milking Parlour Retrofit,"DFIP-ON-0467	DFIP-ON-0467",206429.98,3/22/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
404,GC-2017-Q4-00219,Ferme Martin Goulet inc.,"Saint-Bernard, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Installation of an Automated Feeding System,"DFIP-QC-1806	DFIP-QC-1806",58000.2,3/8/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
405,GC-2017-Q4-00220,Ferme Marygold Inc.,"Saint-Anselme, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Project to Improve Work Efficiency and Increase Cow Productivity,"DFIP-QC-1780	DFIP-QC-1780",60000,2/13/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
406,GC-2017-Q4-00221,Ferme Merveille inc.,"Compton, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improvement of Animal Comfort and Automation of Feeding,"DFIP-QC-0014	DFIP-QC-0014",35929.12,3/14/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
407,GC-2017-Q4-00222,Ferme Mojac inc.,"Ste-Martine, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Mojac Efficiency and Productivity Improvement 2018,"DFIP-QC-1743	DFIP-QC-1743",46560.52,2/25/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
409,GC-2017-Q4-00224,Ferme Monyka (2009) Inc.,"Trois-Rivière, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Business Expansion and Modernization,"DFIP-QC-0538	DFIP-QC-0538",60000,2/23/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
410,GC-2017-Q4-00225,Ferme N.P.C. inc.,"Saint-Honoré-de-Shenley, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotic Feeding System and Cow Mats,"DFIP-QC-1412	DFIP-QC-1412",34245,3/10/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
411,GC-2017-Q4-00226,Ferme N.R.C. inc.,"Saint-Charles-sur-Richelieu, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improvement of Herd Efficiency and Productivity with the Installation of a TMR System,"DFIP-QC-0556	DFIP-QC-0556",57283.96,1/25/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
146,GC-2017-Q4-00086,Brenbe Farms Inc.,"Ayr, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotic Feeding System Brenbe Farms,"DFIP-ON-2495	DFIP-ON-2495",57989.5,2/24/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
147,GC-2017-Q4-00087,Bri-Brad Farms Inc.,"Embro, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New Automated Free-Stall Robot Facility,"DFIP-ON-0068	DFIP-ON-0068",131479.53,2/7/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
149,GC-2017-Q4-00088,Broyhill Holsteins Inc.,"Balgonie, Saskatchewan",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Robot milking, slatted floor, sand bedded new dairy barn","DFIP-SK-2402	DFIP-SK-2402",73880.12,3/23/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
150,GC-2017-Q4-00089,BRYT Farms Ltd,"Dobbinton, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,BRYT Farms Ltd.,"DFIP-ON-0794	DFIP-ON-0794",26206.1,3/14/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
447,GC-2017-Q4-00257,Ferme Vertulait 2006 inc,"Warwick, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Feeding System Automation, Improvement of Cow Comfort, and Manure Management","DFIP-QC-1968	DFIP-QC-1968",35982.96,2/28/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
151,GC-2017-Q4-00090,Calmac Holsteins Ltd.,"Embro, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Additional Milking Robot - Large Investment,"DFIP-ON-0671	DFIP-ON-0671",96000,3/19/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
153,GC-2017-Q4-00099,Conlee Farms Inc.,"Listowel, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Cow mat improvement,"DFIP-ON-1526	DFIP-ON-1526",30225,2/16/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
154,GC-2017-Q4-00092,Cedarwal Farms Ltd.,"Abbotsford, British Columbia|Abbotsford,  Colombie-Britannique",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Cow Management,"DFIP-BC-1385	DFIP-BC-1385",51723.81,1/15/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
412,GC-2017-Q4-00227,Ferme Noel Maheux et Fils inc.,"Sainte-Marie, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Addition of a Robotic Milker,"DFIP-QC-1942	DFIP-QC-1942",189027.5,3/5/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
413,235-2018-2019-Q1-00438,Ferme Lignette inc,St-Isidore,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Upgrade of milking system and manure management system,DFIP-QC-2536,7813.16,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
414,GC-2017-Q4-00228,Ferme Nordique Holstein inc.,"Chesterville, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Automation of Dairy Cow and Calf Feeding,"DFIP-QC-2547	DFIP-QC-2547",60000,2/12/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
415,GC-2017-Q4-00229,Ferme Norline,"St-Eugène, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Equipment for Feeding, Cow and Heifer Comfort and Barn Operation","DFIP-ON-1943	DFIP-ON-1943",59439.29,2/8/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
156,GC-2017-Q4-00093,Charles Hill and Son Limited,"Central Onslow, Nova Scotia|Central Onslow, Nouvelle-Écosse",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,GEA Robotic Milking System,"DFIP-NS-0578	DFIP-NS-0578",250000,1/20/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2693,235-2018-2019-Q4-00206,Mount Cheam Farms Ltd.,Agassiz,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New dairy barn equipment,DFIP-BC-0448,250000,11/10/16,3/31/20,The Dairy Farm Investment Program helps Canadian dairy farmers to improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2692,235-2018-2019-Q4-00205,Ferme Pial inc.,St-Joseph-de-Kamouraska,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New dairy barn equipment,DFIP-QC-0263,87667.93,11/10/16,3/31/20,The Dairy Farm Investment Program helps Canadian dairy farmers to improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2691,235-2018-2019-Q4-00204,Everett Simanton,Ponoka,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New dairy barn equipment,DFIP-AB-1039,220000,11/10/16,3/31/20,The Dairy Farm Investment Program helps Canadian dairy farmers to improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2690,235-2018-2019-Q1-00777,Barten Farms Ltd. (amalgamated with Wilterra Farms Ltd.),Ste Genevieve,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New dairy barn equipment,DFIP-MB-0486,41640.5,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers to improve productivity through upgrades to their equipment.,,This entry reflects change in Recipient name. ,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2689,235-2018-2019-Q4-00203,Abbyview Dairies Ltd.,Abbotsford,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New dairy barn equipment,DFIP-BC-2642,250000,11/10/16,3/31/20,The Dairy Farm Investment Program helps Canadian dairy farmers to improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
152,GC-2017-Q4-00091,Cassialane Holsteins Ltd.,"Freetown, Prince Edwards Island",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Cassialane Barn Improvements,"DFIP-PE-1244	DFIP-PE-1244",37058.29,3/28/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
449,GC-2017-Q4-00258,Ferme Vézina et Fiset inc.,"Saint-Augustin-de-Desmaures, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Modernization of the Feeding System and Improvement of Cow Comfort,"DFIP-QC-1871	DFIP-QC-1871",37455.74,3/8/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
450,GC-2017-Q4-00259,Ferme Vicain S.E.N.C.,"Saint-Ephrem-de-Beauce, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Installation of a Silage Conveyor and Feeder and Replacement of Cow Mats,"DFIP-QC-1989	DFIP-QC-1989",27043.5,1/29/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
451,GC-2017-Q4-00260,Ferme Vie-Belle inc.,"Matane, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Investment for Upgrading 2016/2017,"DFIP-QC-0088	DFIP-QC-0088",60000,3/28/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
